timestamp,price,bid,ask,volume
9497,100.7600653878779,100.7497857098453,100.7703450659105,16
9611,100.86874011490897,100.84563338508738,100.89184684473057,2
9684,100.76874631497331,100.76286457973734,100.77462805020929,11
9767,100.65634837731159,100.63860610976556,100.67409064485761,9
9858,100.65076786225997,100.63721412388036,100.66432160063958,1
9936,100.54958661657665,100.54308173937517,100.55609149377813,5
10125,100.62442656528899,100.60837606335409,100.64047706722388,14
10207,100.64166363753148,100.6358270603681,100.64750021469486,12
10267,100.68589242845914,100.67590183367469,100.6958830232436,4
10407,100.65329948294794,100.63269715811052,100.67390180778537,14
10496,100.70582211869122,100.6975720833492,100.71407215403323,6
10651,100.67937723678203,100.67388150954407,100.68487296401999,11
10806,100.7308949064053,100.70967992007381,100.75210989273678,9
10896,100.57960299528918,100.55885550510646,100.60035048547189,4
11043,100.68948250619067,100.68003383183976,100.69893118054158,15
11182,100.57561959513599,100.56451577778921,100.58672341248277,8
11289,100.62745108495722,100.61588584593326,100.63901632398117,3
11410,100.635215107502,100.62319218492036,100.64723803008366,17
11562,100.56917157201393,100.55754857464964,100.58079456937821,1
11641,100.42991788172095,100.40737711348945,100.45245864995246,9
11736,100.22939707204047,100.22363192809341,100.23516221598753,20
11897,100.11819027312636,100.10627653089276,100.13010401535996,11
12058,100.04298067388285,100.03027676521596,100.05568458254974,19
12156,99.98372172827159,99.97362727814881,99.99381617839437,14
12206,99.83985795438485,99.82112081144656,99.85859509732315,7
12349,99.82175687640932,99.80813092841683,99.83538282440182,11
12479,99.80038671947779,99.77738578277584,99.82338765617973,17
12608,99.76507329009256,99.74673543201044,99.78341114817468,11
12761,99.73194804125497,99.72311123939517,99.74078484311477,13
12855,99.63577244000346,99.61846214168443,99.6530827383225,10
13008,99.63359535765406,99.62285708331667,99.64433363199144,14
13206,99.63291904745029,99.61578581604068,99.65005227885989,11
13375,99.52081425956156,99.50559077962407,99.53603773949905,6
13446,99.56375082878084,99.55307510068099,99.5744265568807,20
13581,99.72792364484106,99.71822627287052,99.73762101681159,10
13688,99.83707991395032,99.8159486560588,99.85821117184184,5
13744,100.05740806153469,100.04018258207347,100.0746335409959,3
13910,100.12324543381649,100.10995661359654,100.13653425403645,19
14009,100.10768640187072,100.09469334461319,100.12067945912825,5
14060,100.03049070549021,100.00763750896598,100.05334390201443,4
14218,100.05859089190925,100.03967265638109,100.07750912743741,15
14280,100.20028406657917,100.1841359506985,100.21643218245984,4
14446,100.26012198959373,100.24449935187661,100.27574462731084,18
14577,100.32658358300304,100.30258279083418,100.3505843751719,15
14756,100.17042104142651,100.15650276918497,100.18433931366805,6
14927,100.24785021021145,100.23384881506651,100.2618516053564,8
15047,100.2574827932589,100.23994782451926,100.27501776199854,9
15209,100.16085605019003,100.15430638311274,100.16740571726733,10
15319,100.15130476834906,100.1355017238987,100.16710781279943,5
15407,100.22087334594933,100.21124811635477,100.23049857554389,5
15511,100.29616110763243,100.28030888482235,100.31201333044251,14
15576,100.32830883286239,100.3191721450721,100.33744552065268,14
15725,100.41589133305222,100.39698087332225,100.43480179278218,19
15872,100.35624030081165,100.3417007061605,100.3707798954628,12
15998,100.35966335489832,100.33559474812891,100.38373196166772,14
16185,100.20291809043549,100.18296777705592,100.22286840381506,18
16291,100.13921883304832,100.12450599317235,100.15393167292429,13
16427,100.14393840691304,100.12556093450058,100.16231587932549,13
16519,100.24065425652671,100.21603981697633,100.26526869607709,18
16575,100.08931939702586,100.06618081977413,100.11245797427759,19
16769,100.0719048984302,100.05833264303698,100.08547715382343,15
16865,100.04328568792987,100.03727999526009,100.04929138059964,13
16998,100.06026627032846,100.04004167617057,100.08049086448634,13
17119,100.12938685209012,100.10934665561902,100.14942704856122,14
17233,100.17525276141465,100.155272276193,100.1952332466363,2
17372,100.09759857428398,100.08811413096959,100.10708301759837,3
17432,100.1027996469517,100.09381243330445,100.11178686059894,1
17521,99.90730205244638,99.89753115360861,99.91707295128415,16
17600,99.85567501182422,99.8366857123993,99.87466431124913,12
17692,99.8337297349486,99.8166118810974,99.85084758879981,4
17783,99.87105986385518,99.86554629534523,99.87657343236513,10
17980,99.86264679879815,99.84409985306114,99.88119374453517,13
18131,99.91228362868416,99.89544167145917,99.92912558590916,8
18207,99.89315964199638,99.87421578194646,99.91210350204629,10
18287,99.92275928441973,99.9169379018156,99.92858066702385,18
18446,99.82373317823058,99.80550275141684,99.84196360504433,3
18625,99.8160707537253,99.80266957890846,99.82947192854213,16
18702,99.80585958390013,99.79218911587361,99.81953005192665,12
18869,99.78318583561537,99.7635099295351,99.80286174169564,9
19056,99.70069437959134,99.6802015505839,99.72118720859878,15
19217,99.74979845999918,99.73835236833956,99.7612445516588,8
19289,99.65451606024402,99.64393749526018,99.66509462522787,15
19401,99.65482703258992,99.63646326318101,99.67319080199883,11
19458,99.55091242685529,99.53602629678298,99.5657985569276,11
19554,99.4762456018746,99.46607855369741,99.48641265005178,9
19674,99.48209843837144,99.46598261781304,99.49821425892983,17
19772,99.59173067873873,99.57695912180175,99.6065022356757,8
19943,99.65713821801215,99.63922016001733,99.67505627600697,16
20107,99.66656099848836,99.65712907047892,99.67599292649781,8
20235,99.6324815567788,99.61420235634687,99.65076075721073,12
20406,99.56315906499611,99.53822643571692,99.5880916942753,18
20540,99.5389502090155,99.52691399846321,99.55098641956778,15
20659,99.51877674718078,99.49935106055426,99.5382024338073,11
20739,99.57306714787904,99.55320952660627,99.59292476915182,6
20838,99.59236587962845,99.57287417960659,99.6118575796503,17
20960,99.68237469624262,99.65776448363337,99.70698490885187,7
21085,99.689469212828,99.68418624548288,99.69475218017313,18
21167,99.73928010973151,99.72879388319585,99.74976633626717,2
21358,99.68900449951717,99.67124710641505,99.70676189261928,16
21434,99.87444351573527,99.85198912103529,99.89689791043524,19
21556,99.7898210257238,99.781133752316,99.7985082991316,2
21670,99.80629618269133,99.78247491075597,99.83011745462669,16
21749,99.84173567012284,99.83525402671773,99.84821731352795,2
21837,99.76895028889491,99.76096633720545,99.77693424058438,19
21964,99.82092785503521,99.80476639434285,99.83708931572757,14
22071,99.85174710156618,99.83123323077221,99.87226097236014,13
22236,99.90815312415158,99.89138262137716,99.924923626926,14
22364,99.87160874959565,99.85523616018317,99.88798133900814,2
22439,99.92327757659737,99.91405707269126,99.93249808050348,3
22529,99.90562009245511,99.89582278890161,99.9154173960086,18
22598,99.9510475272238,99.93226010450812,99.9698349499395,16
22722,100.01929653065814,100.01364373355052,100.02494932776575,10
22844,99.99367466627513,99.9749269678737,100.01242236467655,9
23044,99.90947253352302,99.89124887266595,99.92769619438008,7
23202,99.95235075165508,99.94437096363357,99.96033053967658,9
23288,99.99004600928659,99.98361781254947,99.9964742060237,6
23416,99.86668564443518,99.84326179385583,99.89010949501453,15
23497,99.7828001199423,99.76842616053678,99.79717407934781,10
23650,99.87100908481233,99.85613318042543,99.88588498919923,3
23710,99.83778927335757,99.81500081557172,99.86057773114342,11
23824,99.89471455832454,99.8762285909811,99.91320052566797,19
24024,99.904048022099,99.88003229654288,99.92806374765513,9
24221,100.03419937102085,100.01978935455581,100.04860938748588,15
24342,100.06781857705892,100.05918879411445,100.07644836000338,19
24503,100.00617529005466,99.99935044192878,100.01300013818053,12
24657,99.93644507313248,99.92477890525917,99.94811124100578,4
24748,99.87729359762294,99.86652924171571,99.88805795353016,13
24938,99.98520484933346,99.97947090672719,99.99093879193973,3
25068,99.98460630843661,99.96415534991581,100.00505726695741,17
25118,100.02431428981868,100.00616108208901,100.04246749754834,18
25286,99.98022071249062,99.96798512530759,99.99245629967365,16
25449,100.00695721783559,99.98675740711437,100.02715702855681,7
25567,99.83229835084155,99.8185360289401,99.84606067274301,16
25648,99.77649353578845,99.77091614693961,99.78207092463728,20
25759,99.75923815566865,99.75396466637933,99.76451164495798,14
25832,99.69241158790393,99.68291757471482,99.70190560109305,4
26000,99.80163798700875,99.79355856452018,99.80971740949731,10
26180,99.76390431714537,99.74479608454686,99.78301254974389,14
26353,99.8232420914388,99.80721678990119,99.83926739297641,13
26451,99.81583863138131,99.79240126838268,99.83927599437995,17
26535,99.85808481788958,99.83728469424952,99.87888494152963,14
26672,99.80957118893866,99.78588622106501,99.83325615681231,17
26790,99.83754992003794,99.82657880304251,99.84852103703338,19
26988,99.77862103710606,99.75364299044148,99.80359908377065,16
27076,99.69169149640553,99.68004269729131,99.70334029551974,18
27222,99.72203663123489,99.70792973889756,99.73614352357221,11
27320,99.78070496178373,99.76804554480513,99.79336437876232,14
27381,99.77358335685568,99.76221983031101,99.78494688340035,16
27528,99.68446539899175,99.66305044795756,99.70588035002594,5
27704,99.76196627434427,99.73766978557686,99.7862627631117,5
27882,99.8321331450321,99.8251258529888,99.8391404370754,15
27957,99.81661258684537,99.80109356510921,99.83213160858152,15
28010,99.80245521382487,99.78435958729632,99.82055084035342,5
28079,99.72150582189741,99.70711600987771,99.73589563391711,9
28215,99.66394356778238,99.6573372613708,99.67054987419397,11
28401,99.60762680225497,99.59502661430452,99.62022699020542,11
28575,99.6226696210239,99.61630120608027,99.62903803596754,10
28683,99.60712378813021,99.58718846079545,99.62705911546497,14
28758,99.61525010129924,99.60823995649278,99.6222602461057,6
28884,99.49070328453386,99.46763480329285,99.51377176577488,2
29017,99.50976278639806,99.49726596460255,99.52225960819356,5
29129,99.44587639793987,99.4302530715769,99.46149972430284,19
29225,99.46151175642527,99.43909496445237,99.48392854839817,20
29336,99.48994544804208,99.47499210299472,99.50489879308944,19
29422,99.50268030462614,99.4884888946426,99.51687171460968,1
29591,99.61599699963661,99.59297281116463,99.63902118810859,18
29681,99.78842432864528,99.7636712947409,99.81317736254965,10
29839,99.87473293479277,99.85592666454357,99.89353920504198,15
29966,99.8994651710386,99.88480100981741,99.91412933225979,8
30113,99.97432795360295,99.95788949975594,99.99076640744997,19
30238,100.04117920710632,100.01662031741479,100.06573809679786,13
30358,100.03810742263343,100.0329454633182,100.04326938194866,2
30535,100.12403424907544,100.10351942948337,100.1445490686675,8
30675,99.97413107251586,99.9647509817373,99.98351116329442,7
30789,99.91809139886082,99.89990776805449,99.93627502966716,5
30863,99.80321744090193,99.78014936682047,99.8262855149834,2
30992,99.80822398661807,99.7959267619575,99.82052121127865,5
31065,99.78799313217498,99.76480057592859,99.81118568842136,11
31221,99.80717826080517,99.79139010562548,99.82296641598487,12
31406,99.84520852696474,99.83017263171945,99.86024442221003,9
31498,99.83867258492049,99.82403562832302,99.85330954151796,10
31634,99.98781889111999,99.96673424034789,100.00890354189208,15
31703,100.11995511715483,100.09775230521686,100.1421579290928,13
31895,100.28123618782644,100.26892068683833,100.29355168881455,13
31948,100.27750825622743,100.26513654305512,100.28987996939975,9
32147,100.31843106426075,100.3058105542753,100.3310515742462,12
32224,100.27733279660663,100.25994185926574,100.29472373394752,18
32357,100.19687726960308,100.17357215142822,100.22018238777794,8
32423,100.13793972057658,100.11891817726716,100.156961263886,14
32502,100.07074518102073,100.06294964077058,100.07854072127087,2
32629,100.11048090137751,100.10078490072888,100.12017690202615,18
32713,100.10946387968929,100.09669096306628,100.1222367963123,12
32901,99.99437148378681,99.9862810257386,100.00246194183501,14
32976,100.05846889965791,100.03679503799198,100.08014276132384,20
33130,100.11858396095343,100.09977834767848,100.13738957422838,7
33293,100.09436800414109,100.0804740869455,100.10826192133668,8
33435,100.19312503219133,100.1772357149617,100.20901434942097,12
33500,100.26426615693369,100.2513033640788,100.27722894978858,7
33581,100.40584374824476,100.39901027976842,100.41267721672111,7
33636,100.35886755757207,100.35285598735881,100.36487912778533,11
33748,100.4992097020402,100.49010559053734,100.50831381354307,18
33851,100.48933577952339,100.47260811785175,100.50606344119502,8
33985,100.51084732923385,100.49392769653036,100.52776696193735,9
34072,100.37145169156943,100.34670114548211,100.39620223765675,18
34186,100.38303881536548,100.36070985759534,100.40536777313562,5
34239,100.34621067140289,100.33404582581855,100.35837551698722,8
34439,100.32407736084558,100.31802938048835,100.3301253412028,14
34623,100.36835813353512,100.3610851473994,100.37563111967086,3
34794,100.29647813320949,100.27960481285213,100.31335145356685,15
34972,100.32069765098089,100.31126665585252,100.33012864610926,20
35033,100.29575189885837,100.27757383738478,100.31392996033196,10
35200,100.12248015999124,100.10461334630713,100.14034697367535,1
35265,100.2775697022161,100.2640442298305,100.2910951746017,4
35440,100.27619252056628,100.25694449426834,100.29544054686423,15
35508,100.33307125210318,100.32510457558998,100.34103792861639,5
35628,100.29134472086167,100.27385837097604,100.3088310707473,19
35818,100.27288989160357,100.25594205449958,100.28983772870755,10
35984,100.19675210453326,100.18164108304354,100.21186312602298,14
36059,100.20730085372558,100.18920659457513,100.22539511287604,18
36164,100.16930088034701,100.15569948151368,100.18290227918034,8
36319,100.12267807403835,100.10935828103312,100.13599786704357,4
36449,100.1972456049721,100.18371032484687,100.21078088509732,9
36594,100.314003767343,100.29951840963122,100.32848912505477,3
36665,100.27895977119604,100.27209516916197,100.28582437323011,4
36810,100.31755931205994,100.30083001040515,100.33428861371473,18
37003,100.22314807885567,100.21155515922734,100.234740998484,4
37158,100.15142505096405,100.13141936595902,100.17143073596908,2
37281,100.24559097667154,100.22858277484704,100.26259917849603,12
37357,100.19675816590595,100.17862343984619,100.2148928919657,8
37434,100.17073788252536,100.15873560264093,100.18274016240979,18
37578,100.2192622026416,100.20973902075505,100.22878538452815,14
37771,100.26198004071587,100.23748910867336,100.28647097275838,20
37963,100.443525636067,100.4219364202678,100.46511485186619,9
38020,100.47374760000088,100.46513927856167,100.48235592144009,10
38156,100.44373267198463,100.4358676421778,100.45159770179147,13
38223,100.48449092707764,100.47665343399461,100.49232842016067,1
38296,100.48313067881172,100.46973402893643,100.49652732868701,11
38386,100.42746351975276,100.41506245790322,100.43986458160231,11
38581,100.29102617615249,100.2829145780844,100.29913777422057,20
38643,100.196761745437,100.17828237122474,100.21524111964926,9
38806,100.148283221926,100.13444233819203,100.16212410565996,9
38911,100.06979614762191,100.04969728474855,100.08989501049528,4
39049,100.01073568275932,99.99216595766411,100.02930540785452,16
39233,100.03856658432024,100.02022393314552,100.05690923549496,2
39339,99.9529632808725,99.94780953915449,99.9581170225905,10
39443,100.01913738937341,99.99879039882724,100.03948437991959,9
39567,100.01443945268103,99.99449917021244,100.03437973514963,6
39650,100.02322902527541,100.0106248763611,100.03583317418972,8
39828,99.91241670875732,99.90033336533013,99.92450005218451,13
39888,99.86956781337601,99.85584342146576,99.88329220528625,15
39957,99.9374109190379,99.92094292542018,99.95387891265563,14
40081,99.85758157729552,99.85027810984225,99.86488504474879,1
40214,99.94917139612623,99.93496945808836,99.9633733341641,12
40286,100.12051918331343,100.10678494772206,100.1342534189048,4
40398,100.04611785438969,100.03954491264004,100.05269079613934,10
40534,100.07793938670441,100.06850794552653,100.0873708278823,6
40603,100.03865883561275,100.02345979436629,100.05385787685921,12
40742,100.03606773942927,100.0165201573158,100.05561532154275,5
40852,100.08519282761229,100.07672284716345,100.09366280806113,5
40921,100.12222418364395,100.11368126106501,100.13076710622289,16
41089,100.12599845021637,100.11202034507647,100.13997655535627,19
41221,99.99091960687126,99.96863466937464,100.01320454436788,11
41309,99.90728706605157,99.88965936365106,99.92491476845207,9
41373,99.94054378925837,99.92850494480597,99.95258263371078,3
41502,99.91902987580566,99.90665512381587,99.93140462779546,10
41571,99.92430333371556,99.90641000432404,99.94219666310707,3
41750,99.84545134539552,99.82136671586106,99.86953597492997,2
41915,99.91542572804022,99.89224472890875,99.93860672717169,19
42013,99.87593444666533,99.86791722513141,99.88395166819924,2
42178,99.95780968101872,99.95073964347331,99.96487971856412,11
42249,99.90859015120697,99.89863527673499,99.91854502567894,15
42411,99.90718296458938,99.89170159352598,99.92266433565278,20
42501,99.78980963220971,99.77706130101924,99.80255796340018,11
42564,99.92481666457671,99.90403212594543,99.94560120320799,11
42630,99.87574475562232,99.86301347152785,99.88847603971679,9
42718,99.96541851730628,99.95375127658507,99.97708575802748,19
42804,100.0251470650979,100.00702597073717,100.04326815945862,13
42887,99.99070268497462,99.97380186041158,100.00760350953766,3
43016,99.88358759902343,99.87201806793836,99.8951571301085,5
43200,99.84201470174311,99.83514564244179,99.84888376104443,14
43380,99.79294983671592,99.78434457825838,99.80155509517346,7
43517,99.85089095367968,99.82693758832899,99.87484431903037,16
43616,99.85728252834002,99.850739226654,99.86382583002604,4
43795,99.90033476816703,99.87991727375976,99.9207522625743,17
43854,99.81436183676966,99.79700120745979,99.83172246607954,20
44000,99.67518954351789,99.66710448829147,99.6832745987443,6
44092,99.67088334817704,99.65859735989443,99.68316933645966,8
44255,99.64736090127036,99.63014899282784,99.66457280971288,15
44364,99.58008109088988,99.55890861346806,99.60125356831169,16
44463,99.56548057251837,99.55312375335387,99.57783739168286,19
44625,99.50227052929536,99.48963308061154,99.51490797797918,17
44782,99.51779079928365,99.49346543621952,99.54211616234777,7
44867,99.53607653489945,99.52146472179021,99.55068834800869,12
45058,99.51732580774798,99.49363993666803,99.54101167882793,17
45139,99.48765530414289,99.47719947815106,99.49811113013472,17
45226,99.62014707882216,99.5985261444494,99.64176801319492,3
45332,99.68780677241944,99.66419733387691,99.71141621096196,14
45395,99.53593458739302,99.52300550808361,99.54886366670242,12
45505,99.51101436345185,99.50152358827971,99.52050513862399,11
45580,99.53266206685491,99.51087854110268,99.55444559260714,11
45667,99.57535506360254,99.55375983193949,99.5969502952656,5
45837,99.6254055231823,99.61143349370265,99.63937755266194,1
45907,99.68076866359915,99.67277827121987,99.68875905597844,20
46092,99.68741089285318,99.67394579767422,99.70087598803214,10
46202,99.67950569358854,99.66610918271347,99.6929022044636,20
46369,99.70324963194136,99.69699348892114,99.70950577496158,16
46556,99.79902831339587,99.78918955070745,99.80886707608428,5
46680,99.80895433815682,99.79536956029476,99.82253911601889,20
46820,99.81387509485324,99.7955876688184,99.83216252088809,3
47004,99.89677725186164,99.87228416204259,99.92127034168068,3
47188,99.76156638443737,99.74641393266079,99.77671883621396,1
47337,99.72312834626318,99.70066171749264,99.74559497503373,2
47486,99.78388921438527,99.77856436976309,99.78921405900745,3
47624,99.77661616020023,99.76679364171252,99.78643867868794,4
47822,99.76993083114095,99.76404411737505,99.77581754490686,18
47958,99.69830941960431,99.67703924229319,99.71957959691544,6
48126,99.78893883822298,99.7802932782547,99.79758439819125,5
48192,99.77796329922937,99.75864239807744,99.7972842003813,15
48251,99.77150813140273,99.76251873472842,99.78049752807703,2
48381,99.79456682946454,99.77089940986554,99.81823424906355,17
48532,99.89445391963736,99.8843876443333,99.90452019494141,7
48655,99.88761657978779,99.87547709626708,99.8997560633085,2
48789,99.8667747414915,99.853035713829,99.88051376915399,13
48951,100.0086352590046,99.9857425091055,100.0315280089037,13
49087,100.10103882471334,100.08608835686347,100.11598929256321,17
49205,100.08564289233766,100.06461993058963,100.10666585408569,14
49275,99.84914545759327,99.8405363278745,99.85775458731203,10
49407,99.95933269517359,99.95228073701794,99.96638465332923,11
49532,99.92155707649442,99.90803475503677,99.93507939795208,15
49671,100.02346729292637,100.00952469973296,100.03740988611978,12
49832,99.98907324919955,99.9651151616275,100.0130313367716,3
49985,100.21022571883813,100.19795949622511,100.22249194145115,6
50042,100.27849097371909,100.25786473432422,100.29911721311396,2
50124,100.36400724454214,100.35766257728089,100.37035191180338,12
50266,100.28726897517137,100.27016707859427,100.30437087174847,15
50410,100.35678369744971,100.3443434298803,100.36922396501913,3
50606,100.40639505666456,100.39510734783826,100.41768276549087,9
50719,100.46462689630286,100.44041649525757,100.48883729734816,1
50816,100.38548331252035,100.36924985830515,100.40171676673555,9
50932,100.38595873175754,100.3668779755334,100.40503948798168,7
51055,100.28581353431895,100.27680996749912,100.29481710113878,5
51123,100.01314188392524,99.99910103022033,100.02718273763016,15
51195,100.09088575056036,100.06615425736751,100.1156172437532,12
51261,99.89636216308577,99.88036222013604,99.9123621060355,10
51387,99.97140804339709,99.94786155426263,99.99495453253155,6
51529,99.86995358160378,99.8547784667003,99.88512869650727,4
51630,99.88531559433046,99.87043515558153,99.9001960330794,12
51821,99.8285533854368,99.81210783729448,99.84499893357913,15
52012,99.94245395834804,99.93613899624269,99.94876892045339,13
52184,100.06339690224017,100.04788298914356,100.07891081533678,14
52381,100.25513357529583,100.2372868035081,100.27298034708356,15
52550,100.350940033626,100.33233785381302,100.36954221343899,12
52632,100.45123330394004,100.43343742535271,100.46902918252738,6
52715,100.35460307195287,100.34095070622323,100.3682554376825,2
52796,100.28691776098944,100.27867842179832,100.29515710018056,8
52934,100.27918592770989,100.2552362649737,100.30313559044608,17
53056,100.31363648463334,100.29593534280558,100.33133762646109,18
53176,100.26357827419065,100.25607486828811,100.27108168009319,10
53362,100.35891731482367,100.34208114591733,100.37575348373001,19
53451,100.4223425468908,100.41391853442968,100.43076655935192,20
53587,100.4789220882465,100.45741736289997,100.50042681359304,1
53657,100.39282334495074,100.38691410888491,100.39873258101657,19
53774,100.31335225991727,100.300020524244,100.32668399559053,1
53951,100.20232041810199,100.17954048047301,100.22510035573097,18
54075,100.15970002778819,100.1498024695752,100.16959758600117,13
54201,100.10690522354494,100.09283434088584,100.12097610620404,2
54291,100.02139281041885,100.01231235014758,100.03047327069011,20
54377,100.05549499912625,100.04424334914131,100.0667466491112,11
54515,100.09734266318422,100.08493185922322,100.10975346714523,18
54592,100.09081544664315,100.07943312891508,100.10219776437121,15
54673,100.08419935643407,100.07726312338286,100.09113558948528,10
54821,100.14422509529876,100.12194181829152,100.16650837230601,14
54934,100.3120511895206,100.29078163259182,100.33332074644939,19
55064,100.27196692474277,100.2631702427183,100.28076360676724,6
55241,100.36165857728881,100.3390770640168,100.38424009056081,16
55296,100.35938665611855,100.35258567421766,100.36618763801943,13
55475,100.3021452658076,100.28547838356788,100.31881214804731,2
55537,100.31790891353279,100.30728178676532,100.32853604030026,20
55707,100.31562551374205,100.30847557205462,100.32277545542948,5
55824,100.32561987199207,100.30606971072488,100.34517003325927,13
55967,100.35050548474119,100.33426914743787,100.36674182204452,12
56158,100.35777654191322,100.34700450797244,100.368548575854,13
56337,100.26157600177402,100.24006977541484,100.2830822281332,20
56417,100.29259680486764,100.28502353705386,100.30017007268142,4
56567,100.12808721992518,100.11193058315973,100.14424385669062,12
56653,100.29636417152987,100.28738301389882,100.30534532916093,17
56805,100.27200377759776,100.26426305012642,100.2797445050691,11
56976,100.27199185360857,100.2566051994019,100.28737850781523,5
57157,100.390225675346,100.37885507471081,100.40159627598119,13
57283,100.53274603967672,100.5158715465641,100.54962053278935,17
57463,100.4096757837443,100.39867997244956,100.42067159503905,1
57607,100.38431829906565,100.37269350719407,100.39594309093724,4
57763,100.2608067541786,100.24130026992756,100.28031323842964,1
57934,100.18911520210031,100.1788045933606,100.19942581084003,19
58131,100.19276846734327,100.17815949166898,100.20737744301756,17
58278,100.2184877193482,100.21053220518219,100.22644323351422,8
58336,100.10694988167984,100.0981341951233,100.11576556823638,15
58466,100.05224697934436,100.03887137338097,100.06562258530775,14
58568,99.93540894283544,99.9119985238375,99.95881936183338,2
58653,100.00916855254872,99.99379488831751,100.02454221677992,18
58786,100.10043225755072,100.087895762027,100.11296875307444,6
58953,100.09935581012869,100.0761133269102,100.12259829334717,11
59142,100.01553140543515,99.99611291420861,100.0349498966617,9
59315,100.12460266282913,100.11575737944639,100.13344794621187,8
